tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2017-M006,Indian Wells Masters,Hard,128,M,20170306,212,105932,Nikoloz Basilashvili,R,RUS,25.0321697467,55,868,105985,Darian King,R,BAR,24.8596851472,131,453,0.55,0.041666666666667,0.051282051282051,0.609615384615385,0,0.016806722689076,0.025210084033614,0.529411764705882,0.5,0,0,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,215,106071,Bernard Tomic,R,AUS,24.372347707,42,985,106216,Bjorn Fratangelo,R,USA,23.6303901437,112,527,0.45,0.112462006079027,0.033434650455927,0.646808510638298,0.176470588235294,0.054952076677316,0.040255591054313,0.603833865814696,0.45,0.214285714285714,0,0
2017-M006,Indian Wells Masters,Hard,128,M,20170306,216,106415,Yoshihito Nishioka,L,JPN,21.440109514,70,726,111200,Elias Ymer,R,SWE,20.9034907598,158,378,0.3,0.029126213592233,0.031067961165049,0.607766990291262,0.1,0.051378446115288,0.046365914786968,0.572681704260652,0.3,0,1,4
2017-M006,Indian Wells Masters,Hard,128,M,20170306,219,104678,Viktor Troicki,R,SRB,31.0663928816,39,1075,105238,Alexandr Dolgopolov,R,UKR,28.3258042437,64,785,0.6,0.117352614015573,0.043381535038932,0.622914349276974,0.3,0.088176352705411,0.052104208416834,0.631930527722111,0.6,0.35,0,11
2017-M006,Indian Wells Masters,Hard,128,M,20170306,220,103893,Paolo Lorenzi,R,ITA,35.2224503765,38,1077,104898,Robin Haase,R,NED,29.916495551,47,923,0.5,0.059311981020166,0.040925266903915,0.631672597864769,0.35,0.112562189054726,0.042910447761194,0.633084577114428,0.5,0.35,1,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,223,104926,Fabio Fognini,R,ITA,29.7850787132,43,980,104505,Konstantin Kravchuk,R,RUS,32.0301163587,96,604,0.4,0.029716655148583,0.062197650310988,0.604699378023497,0.454545454545455,0.088652482269504,0.033096926713948,0.634751773049645,0.3,0.444444444444444,1,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,224,106329,Thiago Monteiro,L,BRA,22.765229295,77,690,105373,Martin Klizan,L,SVK,27.65229295,66,775,0.35,0.042769857433809,0.034623217922607,0.604887983706721,0.3,0.040046430644225,0.040046430644225,0.595473012188044,0.166666666666667,0.2,0,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,227,106000,Damir Dzumhur,R,BIH,24.7939767283,67,754,105992,Ryan Harrison,R,USA,24.8295687885,45,941,0.35,0.030565167243368,0.042675893886967,0.612456747404844,0.5,0.10639606396064,0.043665436654367,0.661131611316113,0.35,0.5,0,11
2017-M006,Indian Wells Masters,Hard,128,M,20170306,228,103990,Tommy Robredo,R,ESP,34.8473648186,471,82,111575,Karen Khachanov,R,RUS,20.7912388775,52,895,0.272727272727273,0.046560846560847,0.028571428571429,0.593650793650794,0.5,0.131487889273356,0.039792387543253,0.663783160322953,0.25,0.5,0,10
2017-M006,Indian Wells Masters,Hard,128,M,20170306,231,104338,Juan Monaco,R,ARG,32.9363449692,72,720,105173,Adrian Mannarino,L,FRA,28.6844626968,61,791,0.35,0.032175032175032,0.017374517374517,0.601673101673102,0.25,0.054567022538553,0.046856465005931,0.577698695136418,0.461538461538462,0.25,0,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,232,105376,Peter Gojowczyk,R,GER,27.6413415469,148,394,124187,Reilly Opelka,U,USA,19.5208761123,174,337,0.333333333333333,0.154440154440154,0.019305019305019,0.656370656370656,0.25,0.166183574879227,0.044444444444445,0.68792270531401,0.333333333333333,0.272727272727273,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,235,126207,Francis Tiafoe,R,USA,19.1238877481,86,626,105583,Dusan Lajovic,R,SRB,26.6830937714,106,552,0.272727272727273,0.066534260178749,0.028798411122145,0.631578947368421,0.3,0.037523452157599,0.023139462163853,0.628517823639775,0.3,0.35,0,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,236,105577,Vasek Pospisil,R,CAN,26.7022587269,129,454,104229,Yen Hsun Lu,R,TPE,33.5605749487,65,783,0.3,0.12240932642487,0.046632124352332,0.643134715025907,0.4,0.091968911917099,0.049870466321244,0.670984455958549,0.4,0.4,0,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,238,104925,Novak Djokovic,R,SRB,29.7905544148,2,9825,106378,Kyle Edmund,R,GBR,22.1574264203,46,933,0.75,0.047080979284369,0.030759573132455,0.659133709981168,0.5,0.080723729993041,0.038970076548365,0.669450243562978,0.75,0.5,1,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,239,105643,Federico Delbonis,L,ARG,26.417522245,49,905,105223,Juan Martin Del Potro,R,ARG,28.4490075291,35,1155,0.5,0.0640589569161,0.042517006802721,0.651360544217687,0.45,0.095036319612591,0.031476997578693,0.682203389830508,0.4,0.45,0,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,240,105487,Facundo Bagnis,L,ARG,27.0198494182,83,645,100644,Alexander Zverev,R,GER,19.8767967146,20,1895,0.45,0.054384772263766,0.052345343303875,0.588035350101972,0.6,0.106124604012672,0.054382259767688,0.646251319957761,0.4,0.6,0,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,241,106401,Nick Kyrgios,R,AUS,21.8590006845,16,2255,104547,Horacio Zeballos,L,ARG,31.8576317591,73,714,0.65,0.19671052631579,0.043421052631579,0.698684210526316,0.5,0.093731693028705,0.043936731107206,0.675454012888108,0.65,0.5625,1,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,242,103819,Roger Federer,R,SUI,35.575633128,10,3305,103565,Stephane Robert,R,FRA,36.8021902806,81,660,0.85,0.123481781376518,0.017712550607288,0.70748987854251,0.4,0.052891396332863,0.069111424541608,0.566290550070522,0.894736842105263,0.45,1,11
2017-M006,Indian Wells Masters,Hard,128,M,20170306,243,105449,Steve Johnson,R,USA,27.1978097194,27,1415,104731,Kevin Anderson,R,RSA,30.8008213552,79,680,0.55,0.094354215003867,0.036349574632637,0.672853828306265,0.5,0.170072511535926,0.049439683586025,0.669742913645353,0.55,0.5,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,244,105732,Pierre Hugues Herbert,R,FRA,25.9685147159,74,713,104269,Fernando Verdasco,L,ESP,33.3059548255,29,1325,0.4,0.112059158134243,0.050625711035267,0.649601820250284,0.4,0.045796308954204,0.04853041695147,0.602870813397129,0.4,0.4,0,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,245,104745,Rafael Nadal,L,ESP,30.7570157426,6,4415,105550,Guido Pella,L,ARG,26.803559206,145,395,0.7,0.042129900526624,0.021650087770626,0.673493270918666,0.3,0.060283687943263,0.027777777777778,0.605200945626478,0.7,0.35,1,11
2017-M006,Indian Wells Masters,Hard,128,M,20170306,246,105453,Kei Nishikori,R,JPN,27.1841204654,5,4730,105554,Daniel Evans,R,GBR,26.7871321013,41,1016,0.6,0.039634146341464,0.021951219512195,0.631707317073171,0.65,0.048543689320388,0.040291262135922,0.634466019417476,0.7,0.65,1,8
2017-M006,Indian Wells Masters,Hard,128,M,20170306,247,106210,Jiri Vesely,L,CZE,23.6550308008,56,848,104180,Gilles Muller,L,LUX,33.826146475,28,1370,0.55,0.09647371922821,0.053892215568862,0.631403858948769,0.55,0.192803801765105,0.048200950441276,0.683638832315003,0.55,0.55,0,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,248,105385,Donald Young,L,USA,27.6194387406,60,801,105023,Sam Querrey,R,USA,29.4127310062,26,1480,0.45,0.039204212990053,0.049151550614394,0.631948507899356,0.75,0.1640625,0.057291666666667,0.65234375,0.45,0.75,0,14
2017-M006,Indian Wells Masters,Hard,128,M,20170306,249,106298,Lucas Pouille,R,FRA,23.0308008214,15,2421,105526,Jan Lennard Struff,R,GER,26.8637919233,63,786,0.55,0.117852161785216,0.040446304044631,0.642259414225941,0.5,0.101483679525223,0.056379821958457,0.635014836795252,0.55,0.45,1,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,250,105777,Grigor Dimitrov,R,BUL,25.8069815195,13,2925,104022,Mikhail Youzhny,R,RUS,34.6967830253,84,631,0.75,0.104693140794224,0.036702767749699,0.681708784596871,0.45,0.048037889039242,0.042625169147497,0.592016238159675,0.75,0.45,1,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,251,105967,Henri Laaksonen,R,SUI,24.9308692676,123,474,106058,Jack Sock,R,USA,24.4462696783,18,2060,0.272727272727273,0.052798310454066,0.059134107708553,0.624076029567054,0.85,0.095328282828283,0.036616161616162,0.664141414141414,0.2,0.85,0,13
2017-M006,Indian Wells Masters,Hard,128,M,20170306,252,104719,Marcel Granollers,R,ESP,30.8993839836,36,1113,104291,Malek Jaziri,R,TUN,33.1252566735,53,883,0.65,0.058823529411765,0.024732620320856,0.63168449197861,0.55,0.068076668869795,0.04097818902842,0.633179114342366,0.65,0.55,0,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,253,105227,Marin Cilic,R,CRO,28.4353182752,7,3590,126203,Taylor Harry Fritz,R,USA,19.3538672142,136,426,0.6,0.145596165368484,0.031755542240863,0.669263031755542,0.4,0.096428571428572,0.033333333333333,0.633928571428571,0.6,0.4,0,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,254,106233,Dominic Thiem,R,AUT,23.5044490075,9,3375,104871,Jeremy Chardy,R,FRA,30.0616016427,80,670,0.8,0.075483468496569,0.031815346225827,0.649407361197754,0.5,0.104279686558168,0.059071729957806,0.635322483423749,0.65,0.5,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,255,104999,Mischa Zverev,L,GER,29.5386721424,32,1216,105311,Joao Sousa,R,POR,27.9342915811,37,1100,0.5,0.078443113772455,0.030538922155689,0.645508982035928,0.65,0.052482269503546,0.029787234042553,0.634042553191489,0.5,0.55,1,7
2017-M006,Indian Wells Masters,Hard,128,M,20170306,256,105062,Mikhail Kukushkin,R,KAZ,29.1937029432,90,618,104545,John Isner,R,USA,31.8603696099,22,1760,0.35,0.045860631328172,0.022036926742108,0.593210244192972,0.65,0.218905472636816,0.022664455500276,0.720840243228303,0.45,0.65,0,14
2017-M006,Indian Wells Masters,Hard,128,M,20170306,257,104792,Gael Monfils,R,FRA,30.5106091718,11,3280,105985,Darian King,R,BAR,24.8596851472,131,453,0.8,0.112173358827279,0.050987890376036,0.640535372848948,0.2,0.018927444794953,0.025236593059937,0.555205047318612,0.8,0.25,1,8
2017-M006,Indian Wells Masters,Hard,128,M,20170306,258,104607,Tomas Berdych,R,CZE,31.4661190965,14,2835,106216,Bjorn Fratangelo,R,USA,23.6303901437,112,527,0.75,0.131522516082916,0.036454610436026,0.685489635453896,0.222222222222222,0.057230769230769,0.039384615384615,0.606769230769231,0.75,0.266666666666667,1,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,259,106415,Yoshihito Nishioka,L,JPN,21.440109514,70,726,103333,Ivo Karlovic,R,CRO,38.0177960301,21,1875,0.3,0.027581783194355,0.030147530468249,0.601026298909557,0.6,0.25,0.071029082774049,0.726510067114094,0.3,0.6,0,4
2017-M006,Indian Wells Masters,Hard,128,M,20170306,260,105238,Alexandr Dolgopolov,R,UKR,28.3258042437,64,785,104259,Philipp Kohlschreiber,R,GER,33.3880903491,30,1270,0.35,0.094022834116857,0.051040967092008,0.635325721961048,0.65,0.071428571428572,0.031954887218045,0.664786967418546,0.35,0.65,0,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,261,104527,Stanislas Wawrinka,R,SUI,31.9397672827,3,5195,103893,Paolo Lorenzi,R,ITA,35.2224503765,38,1077,0.6,0.094080338266385,0.023784355179704,0.655919661733615,0.5,0.062611806797853,0.041741204531902,0.632081097197376,0.6,0.5,1,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,262,104542,Jo Wilfried Tsonga,R,FRA,31.8850102669,8,3480,104926,Fabio Fognini,R,ITA,29.7850787132,43,980,0.8,0.137107776261937,0.025238744884038,0.718963165075034,0.45,0.028629856850716,0.061349693251534,0.604635310156783,0.8,0.35,0,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,263,104655,Pablo Cuevas,R,URU,31.1759069131,33,1190,105373,Martin Klizan,L,SVK,27.65229295,66,775,0.45,0.079524107701941,0.0463368816531,0.622417031934878,0.3,0.04350314825415,0.040068689181454,0.594161419576417,0.4,0.2,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,264,105077,Albert Ramos,L,ESP,29.1334702259,24,1640,106000,Damir Dzumhur,R,BIH,24.7939767283,67,754,0.75,0.047411104179663,0.035558328134747,0.623830318153462,0.3,0.030444964871194,0.042740046838408,0.612412177985948,0.65,0.3,1,0
2017-M006,Indian Wells Masters,Hard,128,M,20170306,265,105676,David Goffin,R,BEL,26.2450376454,12,3245,111575,Karen Khachanov,R,RUS,20.7912388775,52,895,0.75,0.070484581497797,0.035871617369415,0.631214600377596,0.55,0.137289121582315,0.040139616055847,0.66608493310064,0.75,0.55,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,266,105138,Roberto Bautista Agut,R,ESP,28.8925393566,17,2190,105173,Adrian Mannarino,L,FRA,28.6844626968,61,791,0.75,0.051125989044431,0.027388922702374,0.640900791235545,0.3,0.054354178842782,0.043834015195792,0.587375803623612,0.75,0.3,1,12
2017-M006,Indian Wells Masters,Hard,128,M,20170306,267,105807,Pablo Carreno Busta,R,ESP,25.6509240246,23,1690,105376,Peter Gojowczyk,R,GER,27.6413415469,148,394,0.7,0.055825242718447,0.029126213592233,0.654733009708738,0.5,0.140718562874251,0.038922155688623,0.670658682634731,0.6,0.5,1,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,268,103852,Feliciano Lopez,L,ESP,35.4579055441,34,1170,105583,Dusan Lajovic,R,SRB,26.6830937714,106,552,0.45,0.121992165640739,0.034135422495803,0.655288192501399,0.35,0.036007580543272,0.022109917877448,0.629816803537587,0.45,0.35,0,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,269,104918,Andy Murray,R,GBR,29.8097193703,1,12040,105577,Vasek Pospisil,R,CAN,26.7022587269,129,454,0.9,0.084567901234568,0.033950617283951,0.666049382716049,0.3,0.122617534942821,0.044472681067344,0.651842439644218,0.9,0.35,0,4
2017-M006,Indian Wells Masters,Hard,128,M,20170306,270,104925,Novak Djokovic,R,SRB,29.7905544148,2,9825,105223,Juan Martin Del Potro,R,ARG,28.4490075291,35,1155,0.8,0.045962732919255,0.031055900621118,0.660248447204969,0.45,0.098868374032162,0.030375223347231,0.681357951161406,0.8,0.45,1,0
2017-M006,Indian Wells Masters,Hard,128,M,20170306,271,106401,Nick Kyrgios,R,AUS,21.8590006845,16,2255,100644,Alexander Zverev,R,GER,19.8767967146,20,1895,0.65,0.188628762541806,0.043478260869565,0.696321070234114,0.65,0.104589114194237,0.053361792956243,0.651013874066169,0.65,0.65,1,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,272,103819,Roger Federer,R,SUI,35.575633128,10,3305,105449,Steve Johnson,R,USA,27.1978097194,27,1415,0.85,0.125262054507338,0.017819706498952,0.711740041928721,0.6,0.104354354354354,0.037537537537538,0.681681681681682,0.9,0.6,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,273,104745,Rafael Nadal,L,ESP,30.7570157426,6,4415,104269,Fernando Verdasco,L,ESP,33.3059548255,29,1325,0.75,0.045257284562926,0.021078735275884,0.676379417234966,0.4,0.041928721174004,0.048218029350105,0.60377358490566,0.75,0.4,1,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,274,105453,Kei Nishikori,R,JPN,27.1841204654,5,4730,104180,Gilles Muller,L,LUX,33.826146475,28,1370,0.65,0.038721573448064,0.021511985248924,0.634296250768285,0.6,0.200413223140496,0.042699724517906,0.694903581267218,0.7,0.6,1,8
2017-M006,Indian Wells Masters,Hard,128,M,20170306,275,106298,Lucas Pouille,R,FRA,23.0308008214,15,2421,105385,Donald Young,L,USA,27.6194387406,60,801,0.55,0.11380985426787,0.040249826509369,0.642609299097849,0.4,0.040295119182747,0.049375709421112,0.62883087400681,0.55,0.4,0,0
2017-M006,Indian Wells Masters,Hard,128,M,20170306,276,106058,Jack Sock,R,USA,24.4462696783,18,2060,105777,Grigor Dimitrov,R,BUL,25.8069815195,13,2925,0.85,0.094678217821782,0.037747524752475,0.66460396039604,0.75,0.105294467578822,0.035693039857228,0.682926829268293,0.85,0.75,0,23
2017-M006,Indian Wells Masters,Hard,128,M,20170306,277,104291,Malek Jaziri,R,TUN,33.1252566735,53,883,126203,Taylor Harry Fritz,R,USA,19.3538672142,136,426,0.55,0.063758389261745,0.042281879194631,0.636912751677852,0.45,0.098743267504488,0.031119090365051,0.627767803710353,0.55,0.45,1,4
2017-M006,Indian Wells Masters,Hard,128,M,20170306,278,106233,Dominic Thiem,R,AUT,23.5044490075,9,3375,104999,Mischa Zverev,L,GER,29.5386721424,32,1216,0.8,0.072772898368883,0.033249686323714,0.644291091593476,0.55,0.081558125380402,0.03104077906269,0.643944004869142,0.65,0.55,1,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,279,104792,Gael Monfils,R,FRA,30.5106091718,11,3280,104545,John Isner,R,USA,31.8603696099,22,1760,0.8,0.10984126984127,0.047619047619048,0.636190476190476,0.65,0.221468926553672,0.020338983050848,0.725988700564972,0.8,0.65,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,280,106415,Yoshihito Nishioka,L,JPN,21.440109514,70,726,104607,Tomas Berdych,R,CZE,31.4661190965,14,2835,0.3,0.024595469255664,0.028478964401295,0.6,0.75,0.129992737835875,0.035584604212055,0.682643427741467,0.3,0.75,0,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,281,104527,Stanislas Wawrinka,R,SUI,31.9397672827,3,5195,104259,Philipp Kohlschreiber,R,GER,33.3880903491,30,1270,0.6,0.099036402569593,0.025695931477516,0.660599571734475,0.65,0.071964956195244,0.031289111389237,0.667083854818523,0.6,0.65,1,4
2017-M006,Indian Wells Masters,Hard,128,M,20170306,282,104655,Pablo Cuevas,R,URU,31.1759069131,33,1190,104926,Fabio Fognini,R,ITA,29.7850787132,43,980,0.45,0.079728059332509,0.042645241038319,0.621755253399258,0.45,0.030524220305242,0.057730590577306,0.607166556071666,0.4,0.4,1,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,283,105676,David Goffin,R,BEL,26.2450376454,12,3245,105077,Albert Ramos,L,ESP,29.1334702259,24,1640,0.8,0.070131496556043,0.035065748278021,0.636192861615529,0.75,0.04583835946924,0.037394451145959,0.62183353437877,0.8,0.65,1,10
2017-M006,Indian Wells Masters,Hard,128,M,20170306,285,105577,Vasek Pospisil,R,CAN,26.7022587269,129,454,105583,Dusan Lajovic,R,SRB,26.6830937714,106,552,0.35,0.121595946801773,0.042431918936036,0.651678277390754,0.35,0.037151702786378,0.022910216718266,0.632198142414861,0.4,0.35,0,20
2017-M006,Indian Wells Masters,Hard,128,M,20170306,286,104925,Novak Djokovic,R,SRB,29.7905544148,2,9825,106401,Nick Kyrgios,R,AUS,21.8590006845,16,2255,0.8,0.045676004872107,0.028623629719854,0.657125456760049,0.7,0.186078566505858,0.0434183321847,0.70709855272226,0.8,0.65,0,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,287,103819,Roger Federer,R,SUI,35.575633128,10,3305,104745,Rafael Nadal,L,ESP,30.7570157426,6,4415,0.85,0.124352331606218,0.018652849740933,0.70880829015544,0.75,0.04240934234788,0.020282728948986,0.676705593116165,0.9,0.75,0,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,288,105453,Kei Nishikori,R,JPN,27.1841204654,5,4730,105385,Donald Young,L,USA,27.6194387406,60,801,0.65,0.040024630541872,0.022167487684729,0.634852216748768,0.45,0.04233409610984,0.052059496567506,0.628718535469108,0.7,0.45,1,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,289,104291,Malek Jaziri,R,TUN,33.1252566735,53,883,106058,Jack Sock,R,USA,24.4462696783,18,2060,0.55,0.066260987153482,0.044624746450304,0.638269100743746,0.8,0.094124700239808,0.038369304556355,0.663069544364508,0.55,0.8,0,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,290,106233,Dominic Thiem,R,AUT,23.5044490075,9,3375,104792,Gael Monfils,R,FRA,30.5106091718,11,3280,0.8,0.07514450867052,0.030828516377649,0.649325626204239,0.8,0.109652002626395,0.047931713722915,0.640840446487196,0.65,0.8,1,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,291,104527,Stanislas Wawrinka,R,SUI,31.9397672827,3,5195,106415,Yoshihito Nishioka,L,JPN,21.440109514,70,726,0.6,0.101279317697228,0.026119402985075,0.659914712153518,0.3,0.023657289002558,0.029411764705882,0.601662404092072,0.6,0.3,1,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,292,104655,Pablo Cuevas,R,URU,31.1759069131,33,1190,105676,David Goffin,R,BEL,26.2450376454,12,3245,0.5,0.081351689612015,0.043178973717147,0.626408010012516,0.85,0.073755377996312,0.033189920098341,0.641671788567916,0.45,0.85,0,8
2017-M006,Indian Wells Masters,Hard,128,M,20170306,293,105807,Pablo Carreno Busta,R,ESP,25.6509240246,23,1690,105583,Dusan Lajovic,R,SRB,26.6830937714,106,552,0.7,0.05729794933655,0.03015681544029,0.654402895054282,0.4,0.032435740514076,0.020807833537332,0.629742962056304,0.65,0.4,1,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,295,106058,Jack Sock,R,USA,24.4462696783,18,2060,105453,Kei Nishikori,R,JPN,27.1841204654,5,4730,0.85,0.097165991902834,0.039329091960671,0.669751301330249,0.7,0.038292529817954,0.019460138104206,0.635907093534212,0.85,0.7,0,10
2017-M006,Indian Wells Masters,Hard,128,M,20170306,296,104527,Stanislas Wawrinka,R,SUI,31.9397672827,3,5195,106233,Dominic Thiem,R,AUT,23.5044490075,9,3375,0.65,0.099632931305716,0.027267960146828,0.660199265862611,0.8,0.078249336870027,0.029177718832891,0.653846153846154,0.65,0.7,1,10
2017-M006,Indian Wells Masters,Hard,128,M,20170306,297,105807,Pablo Carreno Busta,R,ESP,25.6509240246,23,1690,104655,Pablo Cuevas,R,URU,31.1759069131,33,1190,0.75,0.058787878787879,0.030909090909091,0.656969696969697,0.45,0.089960886571056,0.041720990873533,0.636897001303781,0.65,0.4,1,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,298,103819,Roger Federer,R,SUI,35.575633128,10,3305,106058,Jack Sock,R,USA,24.4462696783,18,2060,0.8,0.125195618153365,0.019300991131977,0.709963484611372,0.8,0.0922107674685,0.041809851088202,0.665521191294387,0.85,0.8,1,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,299,104527,Stanislas Wawrinka,R,SUI,31.9397672827,3,5195,105807,Pablo Carreno Busta,R,ESP,25.6509240246,23,1690,0.65,0.095287958115183,0.026701570680628,0.658638743455497,0.75,0.061547836684948,0.029250457038391,0.654478976234004,0.65,0.7,1,6
